place_id,place_type,name,latitude,longitude,road_address,jibun_address
MKT000530,MARKET,월드밸리,35.10280033,129.0263688,부산광역시 중구 대청로 60,부산광역시 중구 부평동2가 2
MKT000531,MARKET,부평깡통시장,35.10128805,129.0257282,부산광역시 중구 부평1길 39,부산광역시 중구 부평동2가 68-9
MKT000532,MARKET,창선상가,35.10193912,129.027751,부산광역시 중구 중구로 45,부산광역시 중구 부평동1가 13-6
MKT000533,MARKET,보수종합시장,35.10421143,129.0218183,부산광역시 중구 보수대로 94,부산광역시 중구 보수동3가 46-1
MKT000534,MARKET,신천지시장,35.09704464,129.0278162,부산광역시 중구 자갈치로 33,부산광역시 중구 남포동6가 3
MKT000535,MARKET,신동아수산물종합시장,35.09671506,129.0286633,부산광역시 중구 자갈치로 42,부산광역시 중구 남포동5가 92
MKT000536,MARKET,부산자갈밭시장,35.09662907,129.030569,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1
MKT000537,MARKET,시화유통상가,37.33533243,126.7284453,경기도 시흥시 공단1대로 244,경기도 시흥시 정왕동 1367-1
MKT000538,MARKET,남포동건어물도매시장,35.09683884,129.034719,부산광역시 중구 용미길10번길 1,부산광역시 중구 남포동1가 62-1
MKT000539,MARKET,청학시장,35.09660365,129.0603377,부산광역시 영도구 태종로 316번길 1,부산광역시 영도구 청학동 297-1
MKT000540,MARKET,남항시장,35.08890779,129.0422624,부산광역시 영도구 절영로 49번길 73-5,부산광역시 영도구 영선동2가 64-6
MKT000541,MARKET,영도봉래시장,35.09272066,129.0432785,부산광역시 영도구 태종로105번길 36,부산광역시 영도구 봉래동3가 13-2
MKT000542,MARKET,연일시장,35.18557048,129.0848866,부산광역시 연제구 고분로 24,부산광역시 연제구 연산동 636-28
MKT000543,MARKET,연미새시장,35.25220927,129.2088393,부산광역시 기장군 기장읍 배산로 22,부산광역시 기장군 기장읍 서부리 372
MKT000544,MARKET,영남종합시장,35.18077628,129.077026,부산광역시 연제구 중앙대로 1031,부산광역시 연제구 연산동 1364-2
MKT000545,MARKET,거제시장,35.18193157,129.0727929,부산광역시 연제구 거제시장로14번길28,부산광역시 연제구 거제동 486-1
MKT000546,MARKET,수영팔도시장,35.16877627,129.116898,부산광역시 수영구 수영로725번길 36,부산광역시 수영구 수영동 305-3
MKT000547,MARKET,민락씨랜드시장,35.15697591,129.1263963,부산광역시 수영구 광안해변로 299,부산광역시 수영구 민락동 181-228
MKT000548,MARKET,민락골목시장,35.15711176,129.1244534,부산광역시 수영구 광안해변로277번길 28-8,부산광역시 수영구 민락동 190-1
MKT000549,MARKET,방신전통시장,37.5715067,126.812647,서울특별시 강서구 방화동로16길32,서울특별시 강서구 방화동 579-1
MKT000550,MARKET,등마루시장,37.55666129,126.8602626,서울특별시 강서구 화곡로68길 120,서울특별시 강서구 등촌동 637-10
MKT000551,MARKET,장미원골목시장,37.64512114,127.015478,서울특별시 강북구 삼양로 469,서울특별시 강북구 수유동 319-5
MKT000552,MARKET,우이시장,37.64603946,127.020022,서울특별시 강북구 노해로 23길 68,서울특별시 강북구 수유동 270-185
MKT000553,MARKET,수유중앙시장,37.64033603,127.0211761,서울특별시 강북구 노해로17길 21,서울특별시 강북구 수유동 32-2
MKT000554,MARKET,수유프라자,37.63169515,127.0234508,서울특별시 강북구 도봉로 261,서울특별시 강북구 수유동 63
MKT000555,MARKET,수유전통시장(수유골목시장),37.63073125,127.0226688,서울특별시 강북구 도봉로67길 18,서울특별시 강북구 수유동 54-5
MKT000556,MARKET,백년시장(강북종합시장과별개의시장) 구 강북종합전통시장,37.64155145,127.0257426,서울특별시 강북구 한천로144길 12,서울특별시 강북구 수유동 177-7
MKT000557,MARKET,수유재래시장,37.63153319,127.0223292,서울특별시 강북구 도봉로71길 26,서울특별시 강북구 수유동 50-77
